car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
TP30,BLK 116/122 LORONG 1 TOA PAYOH,1.3406059,103.84634,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,1.341101,103.84587,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,1.3410803,103.84745,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
TP33,BLK 205 TO 207 TOA PAYOH NORTH,1.3425174,103.847084,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,1.3379881,103.85243,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,1.3362631,103.85379,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
TP39,BLK 28 TO 33 TOA PAYOH EAST,1.3329161,103.85425,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP3A,BLK 3A LORONG 7 TOA PAYOH,1.3395182,103.85421,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2,N
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVE,1.3316872,103.85671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP41,BLK 253/254/256 KIM KEAT AVENUE,1.3319695,103.858246,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,1.3348376,103.85725,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP48,BLK 8 LORONG 7 TOA PAYOH,1.3375715,103.85668,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
TP49,BLK 4/5 LORONG 7 TOA PAYOH,1.3388696,103.85574,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP4A,BLK 4A LORONG 7 TOA PAYOH,1.3392712,103.85553,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,1.3388784,103.85443,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,1.3414086,103.85454,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,1.342442,103.85555,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,1.3414389,103.85645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP56,BLK 1 TO 21 LOR 8 INDUSTRIAL PARK,1.3367335,103.86044,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,1.3349386,103.860504,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PK.,1.3342048,103.8607,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,1.340165,103.85226,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,1.3329694,103.84832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,1.9,N
TP62,BLK 199 TO 201 TOA PAYOH NORTH,1.3414197,103.850464,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP63,BLK 202 TO 204 TOA PAYOH NORTH,1.3417624,103.84903,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP64,BLK 199 & 203 TOA PAYOH NORTH,1.3423386,103.84961,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TP65,BLK 62B LORONG 4 TOA PAYOH,1.3356525,103.85106,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N
TP66,BLK 19 LOR 6 TOA PAYOH,1.3352771,103.856384,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
TP67,BLK 25-27/257-259 KIM KEAT AVE,1.3327492,103.85711,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP68,BLK 196 KIM KEAT AVE,1.3311357,103.85929,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,1.3398039,103.84876,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,1.3393917,103.84845,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LOR 3 TOA PAYOH,1.3379496,103.84941,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TPB1,BLK 18A LOR 6 TOA PAYOH,1.3360648,103.8566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPL,BLK 5/7 TANJONG PAGAR,1.2769076,103.84301,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.4,N
TPM,BLK 1/6 TANJONG PAGAR MSCP,1.2754813,103.8423,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.8,N
TPM2,BLK 101C LORONG 2 TOA PAYOH,1.3392702,103.847084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2,N
TPM3,BLK 171A LORONG 1 TOA PAYOH,1.330749,103.84223,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.95,N
TPM4,BLK 81C LORONG 4 TOA PAYOH,1.3357542,103.84934,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
TPM5,BLK 84C LORONG 2 TOA PAYOH,1.3358186,103.84734,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
TPM6,BLK 35A LORONG 5 TOA PAYOH,1.3348897,103.85462,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TPM7,BLK 120A LORONG 2 TOA PAYOH,1.3398497,103.845924,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPM8,BLK 11A LORONG 8 TOA PAYOH,1.3366352,103.85928,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPM9,BLK 10A LORONG 7 TOA PAYOH,1.3370813,103.85779,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPMA,BLK 60A LORONG 4 TOA PAYOH,1.3365036,103.851135,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPMB,BLK 156A LORONG 1 TOA PAYOH,1.3330548,103.84524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPMC,BLK 110A LORONG 1 TOA PAYOH,1.3419359,103.84616,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TPMD,BLK 161A LORONG 1 TOA PAYOH,1.3302081,103.84491,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPME,BLK 93A LORONG 4 TOA PAYOH,1.3384461,103.849846,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPMF,BLK 141A LORONG 2 TOA PAYOH,1.3351667,103.8456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPMG,BLK 128A LORONG 1 TOA PAYOH,1.3382491,103.84407,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
TPMH,BLK 260 KIM KEAT AVENUE,1.3320229,103.8574,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMJ,BLK 146A LORONG 2 TOA PAYOH,1.3342662,103.84548,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
TPMK,BLK 194A KIM KEAT AVE,1.330977,103.858574,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPML,BLK 233A LOR 8 TOA PAYOH,1.3382258,103.858925,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMM,BLK 227A LOR 8 TOA PAYOH,1.339014,103.858,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMN,BLK 78B TOA PAYOH CENTRAL,1.334893,103.84858,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
TPMP,BLK 138 LORONG 1A TOA PAYOH,1.3366841,103.8448,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
TPMQ,BLK 130 LORONG 1 TOA PAYOH,1.3369784,103.84286,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
TPMR,BLK 261A TOA PAYOH EAST,1.3337474,103.855675,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
TR1,BLK 102/107 TOWNER ROAD,1.3197304,103.86111,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
TRM,BLK 14A KAMPONG ARANG ROAD,1.3003314,103.88366,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
TRS,BLK 14 KAMPONG ARANG ROAD,1.3006494,103.88347,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TW1,BLK 25/26 TECK WHYE LANE,1.3776882,103.75516,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
TW2,BLK 15-20 TECK WHYE LANE,1.37875,103.75448,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
TW3,BLK 8/11 TECK WHYE LANE,1.3803301,103.7545,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TW4,BLK 1/7 TECK WHYE AVENUE,1.3820726,103.7531,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
TWM1,BLK 154A JALAN TECK WHYE,1.3791544,103.75753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N
TWM2,BLK 158A JALAN TECK WHYE,1.3796366,103.75658,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TWM3,BLK 160A JALAN TECK WHYE,1.380389,103.75732,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TWM4,BLK 165 TECK WHYE CRESCENT,1.3829207,103.753944,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TWM5,BLK 153 JALAN TECK WHYE,1.3790485,103.75862,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N
TY1,BLK 1A TOH YI DRIVE,1.3390368,103.77438,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
TY2,BLK 1-19 TOH YI DRIVE,1.3384763,103.77365,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N
TY3T,BLK 17/18 TOH YI DRIVE,1.340116,103.77239,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
TY4,BLK 21 TOH YI DRIVE,1.338463,103.77197,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,2.5,N
U1,BLK 101/110 BUKIT BATOK WEST AVE 6,1.3483897,103.74698,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U10,BLK 178/184 BUKIT BATOK WEST AVENUE 8,1.3458035,103.74372,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U12,BLK 201/211 BUKIT BATOK STREET 21,1.3469616,103.74947,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N
U13,BLK 212/230 BUKIT BATOK STREET 21,1.3478035,103.75322,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U14,BLK 217/219 BUKIT BATOK STREET 21,1.3469896,103.75494,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.15,N
U15,BLK 231/237 BUKIT BATOK EAST AVENUE 5,1.3488837,103.75544,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U16,BLK 238/241 BUKIT BATOK EAST AVENUE 5,1.3504356,103.755066,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U17,BLK 242/253 BUKIT BATOK EAST AVE 2/5,1.350096,103.756805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U18,BLK 254/265 BUKIT BATOK EAST AVE 4,1.3510894,103.758736,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U2,BLK 111/132 BUKIT BATOK WEST AVE 6,1.3498725,103.74631,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U20,BUKIT BATOK EAST AVE 2/6,1.347132,103.7605,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
U21,BLK 301/309 BUKIT BATOK STREET 31,1.3573554,103.74858,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
U22,BLK 310/323 BUKIT BATOK STREET 32/33,1.3607644,103.74651,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U25,BLK 337-353/355-356 BUKIT BATOK ST 34,1.3631053,103.75001,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U26,BLK 354/357-370 BUKIT BATOK ST 31,1.3605163,103.75013,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U27,BLK 371-373 BUKIT BATOK ST 31,1.359593,103.75107,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U28,BLK 374-376 BUKIT BATOK ST 31,1.3578757,103.750565,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U29,BLK 376 BUKIT BATOK MSCP,1.3585922,103.7493,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.9,N
U3,BLK 133/139 BUKIT BATOK WEST AVENUE 6,1.3513919,103.744354,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U30,BLK 523-525 BUKIT BATOK STREET 52,1.3569144,103.75269,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U31,BLKS 526-534 BUKIT BATOK STREET 51,1.3569134,103.751076,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U32,BLKS 512-514 BUKIT BATOK STREET 52,1.3541002,103.75262,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
U33,BLKS 535-542 BUKIT BATOK STREET 51/52,1.3549782,103.751305,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U34,BLKS 501-511 BUKIT BATOK ST 52,1.3517337,103.7537,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
U38,BLK 185/187 BUKIT BATOK WEST AVENUE 6,1.3467261,103.744576,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
U39,BLK 631 BUKIT BATOK CENTRAL,1.3497595,103.75099,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.9,N
U40,BLK 644A BUKIT BATOK CENTRAL,1.3486325,103.751366,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
U41,BLK 632/644 BUKIT BATOK CENTRAL,1.3494846,103.752045,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4,N
U41A,BLK 630 BT BATOK CENTRAL,1.3501227,103.74967,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U43,BLK 404A BUKIT BATOK WEST AVENUE 7,1.3650831,103.74593,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
U46,BLK 297 - 299 BUKIT BATOK ST 22 BUKIT BATOK STREET 22,1.3441682,103.74763,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
U48,BLK 350 BUKIT BATOK STREET 32,1.3614343,103.74877,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
U50,BLK 230A BUKIT BATOK ST 21 BUKIT BATOK ST 21,1.3473419,103.75565,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U51,BLK 412A BUKIT BATOK WEST AVE 4,1.3648442,103.74648,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
U52,BLK 194 BUKIT BATOK WEST AVE 6,1.3446077,103.74502,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
U53,BLK 296 BUKIT BATOK ST 22,1.3436012,103.74673,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
U54,241A BUKIT BATOK EAST AVE 5,1.3507782,103.75526,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
U55,BLK 445 BUKIT BATOK WEST AVE 8,1.3508338,103.73824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
U56,BLK 443 BUKIT BATOK WEST AVE 8,1.3561462,103.73733,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
U57,BLK 293 BUKIT BATOK ST 21,1.3460025,103.75535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
U58,BLK 448 BT BATOK WEST AVE 9,1.3521986,103.740486,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
U59,BLK 292 BUKIT BATOK EAST AVE 6,1.3444433,103.75537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
U60,BLK 451 BUKIT BATOK WEST AVE 6,1.3530393,103.74401,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
U61,BLK440 BUKIT BATOK WEST AVE 8,1.355666,103.73928,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
U62,BLK 453 BUKIT BATOK WEST AVE 6,1.3516291,103.742065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
U63,BLK 377A BUKIT BATOK ST 31,1.3592848,103.74985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
U64,BLK 461 BUKIT BATOK WEST AVE 8,1.3545786,103.739716,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
U65,BLK 439 BUKIT BATOK WEST AVE 8,1.3573531,103.74001,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
U66,BLK 436 BUKIT BATOK WEST AVE 5,1.3587065,103.73957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N
U68,BLK 460 BUKIT BATOK WEST AVE 8,1.3539567,103.73977,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
U69,BLK 467 BUKIT BATOK WEST AVE 9,1.3570852,103.74347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.2,N
U7,BLK 159/164 BUKIT BATOK STREET 11,1.3487077,103.742096,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
U70,BLK 463 BUKIT BATOK ST 41,1.3568141,103.741425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
U8,BLK 165/168 BUKIT BATOK WEST AVENUE 8,1.347162,103.7419,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
U9,BLK 169/177 BUKIT BATOK WEST AVENUE 8,1.3458719,103.7412,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UA2,BLK 3 TO 5 UPPER ALJUNIED LANE,1.333691,103.87923,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UA3,BLK 10/11/19 TO 21 JOO SENG ROAD,1.3346545,103.88063,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
UA4,BLK 8 JOO SENG ROAD,1.3352921,103.87892,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
UA5,BLK 12 TO 18 JOO SENG ROAD,1.3365134,103.88118,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
UA6,BLK 2 UPPER ALJUNIED LANE,1.3342242,103.87916,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
UAM1,BLK 2A JOO SENG RD,1.3344978,103.87921,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
