car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
HG84,DEFU LANE 5,1.3596146,103.89837,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG85,DEFU LANE 6,1.3602594,103.899475,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG86,BLK 946A HOUGANG STREET 92,1.3746614,103.88053,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG87,BLK 955A HOUGANG AVENUE 9,1.3759209,103.87786,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG88,BLK 699D HOUGANG STREET 52,1.3760428,103.88859,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG89,BLK 435A HOUGANG AVE 8,1.3778424,103.89403,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG9,BLK 201-204 HOUGANG STREET 21,1.3589106,103.88452,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
HG90,BLK 966A HOUGANG AVENUE 9,1.3778814,103.877846,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG91,BLK 971A HOUGANG STREET 91,1.3780175,103.88022,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG92,BLK 373A HOUGANG STREET 31,1.3622673,103.89007,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG93,BLK 980 BUANGKOK CRESCENT,1.3799782,103.88012,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG94,BLK 984 BUANGKOK LINK,1.381561,103.880646,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG95,BLK 105 HOUGANG AVENUE 1,1.3539779,103.8901,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
HG96,BLK 108 HOUGANG AVE 1,1.3526813,103.88977,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG97,BLK 804 HOUGANG AVE 10,1.3712221,103.89476,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG98,BLK 988 BUANGKOK GREEN,1.379974,103.8777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HG99,BLK 174A-174D HOUGANG AVENUE 1,1.3494347,103.889046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG9T,BLK 206 HOUGANG ST 21,1.3586484,103.88524,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HLM,BLK 533A HONG LIM MSCP,1.2847577,103.84549,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.9,N
HR1,BLK 1-3 HAIG RD,1.3114626,103.897545,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR2,BLK 4-6 HAIG RD,1.3126324,103.897026,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR3,BLK 7 TO 9 HAIG RD,1.3139801,103.896385,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR4,BLK 10 TO 14 HAIG RD,1.3146924,103.896,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HR5,BLK 21 TO 23 HAIG RD,1.3130187,103.895096,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HRM,BLK 96 HENDERSON ROAD,1.2875209,103.82136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HVM,BLK 51 HAVELOCK ROAD,1.2898694,103.82772,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
J1,BLK 101/107 JURONG EAST ST 13,1.3364297,103.7381,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,5.4,N
J10,BLK 246/249 JURONG EAST ST 24,1.3420167,103.7401,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J11,BLK 250/251 JURONG EAST ST 24,1.3429197,103.73994,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
J12,BLK 252/254 JURONG EAST ST 24,1.3433629,103.73826,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J13,BLK 253 JURONG EAST ST 24,1.3435407,103.73692,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J14,BLK 256/258 JURONG EAST ST 24,1.3440938,103.73908,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J15,BLK 259/264 JURONG EAST ST 24,1.3440418,103.74142,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J16,BLK 301/304 JURONG EAST ST 32,1.3444011,103.73564,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J17,BLK 305/306 JURONG EAST ST 32,1.345669,103.73547,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J18,BLK 307/308 JURONG EAST ST 32,1.3468908,103.73485,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J19,BLK 309/310 JURONG EAST ST 32,1.3479258,103.733955,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,9.99,N
J2,BLK 108/110 JURONG EAST ST 13,1.3386078,103.73677,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J20,BLK 311/316 JURONG EAST ST 32,1.3462038,103.732475,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
J21,BLK 317/328 JURONG EAST STREET 31,1.3490641,103.729866,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
J21A,BLK 318A JURONG EAST AVE 1,1.3474507,103.731026,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
J22,BLK 329/333 JURONG EAST AVENUE 1,1.3513204,103.7302,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
